accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,fatal_precision,fatal_recall,fatal_f1,serious_precision,serious_recall,serious_f1,slight_precision,slight_recall,slight_f1,strategy,train_seconds,prediction_seconds,encoded_feature_count
0.5345447699822644,0.3808147930822956,0.4887015839171374,0.3521758390059884,0.5921335992736013,0.040655339805825245,0.5798934753661784,0.07598359940678705,0.29396035039188567,0.27054779988967625,0.2817685661886559,0.8078286890491758,0.6156634764955575,0.6987753514225225,random_forest_balanced,71.53595900000073,1.7460685999831185,147
0.6395315426000971,0.35237537383459916,0.39961144878286686,0.3360381745532966,0.6269481817675071,0.041400334349493556,0.2802929427430093,0.07214463199383087,0.2540858796061314,0.10620783298680359,0.14979950924651386,0.7616399075481726,0.8123335706187877,0.7861703824195452,logistic_balanced,37.02371229999699,0.8828947999863885,147
0.7516224597976755,0.4172357514066056,0.33350347574774036,0.28653987904219164,0.6453545149823785,0.0,0.0,0.0,0.5,0.0007213476471337039,0.0014406169230117367,0.751707254219817,0.9997890795960874,0.8581790202035632,logistic_none,18.430562799971085,0.9065423000138253,147
0.7516125516462394,0.2505375172154131,0.3333333333333333,0.28606499420199677,0.6450301206864885,0.0,0.0,0.0,0.0,0.0,0.0,0.7516125516462394,1.0,0.8581949826059904,random_forest_none,77.06377439998323,1.5837538000196218,147
