source,strategy,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,fatal_precision,fatal_recall,fatal_f1
phase5_baseline_random_forest,random_forest_balanced,0.4750455552819502,0.3796281831352258,0.4889885938123721,0.3386361051386768,0.5446551584349831,0.0363411619283065,0.6070199587061252,0.0685767600979668
phase5_1_final_selected,random_forest_balanced,0.48262004432405814,0.37902328647556177,0.4897512414303739,0.3405559409139358,0.5505589633015971,0.0370199370409234,0.6070199587061252,0.06978400189888441
