model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,fatal_precision,fatal_recall,fatal_f1,serious_precision,serious_recall,serious_f1,slight_precision,slight_recall,slight_f1
logistic_regression,0.7370598374784536,0.3912640417828692,0.33581955249164186,0.29071959052484125,0.6530361592781928,0.7370598374784536,0.6315937871616566,0.0,0.0,0.0,0.4345991561181435,0.012266285578182684,0.023859161454713923,0.7391929692304641,0.9951923718967428,0.8482996101198099
decision_tree,0.7350012312238365,0.3819633326254168,0.33876149002566164,0.3006223734300578,0.6470663221760767,0.7350012312238365,0.638036421007248,0.0,0.0,0.0,0.404749055585537,0.02977253781112302,0.05546516787457477,0.7411409422907136,0.9865119322658619,0.8464019524155987
